spf_fail,dkim_fail,dmarc_fail,has_suspicious_url,has_dangerous_attachment,subject_length,body_length,label
0,1,0,0,1,22,1202,1
0,1,0,0,1,108,104,1
1,1,1,0,1,114,307,1
1,0,0,0,1,17,942,1
0,1,1,1,0,48,923,1
1,0,0,1,0,13,4034,1
0,1,1,0,1,46,376,1
0,1,1,0,0,38,1658,0
0,0,0,0,0,20,1727,0
1,1,1,1,0,40,1610,1
0,1,1,1,0,46,2090,1
0,0,1,1,1,95,2181,1
1,1,0,0,1,10,1613,1
1,1,0,0,1,22,776,1
1,1,1,0,0,10,637,0
1,0,0,0,1,113,1866,1
0,1,0,0,0,109,313,0
1,0,1,1,1,77,2211,1
1,0,0,1,0,98,2355,1
0,0,0,0,1,5,4509,0
1,0,1,1,1,80,1709,1
0,1,0,0,0,31,2329,0
0,0,1,0,1,96,3570,1
1,0,1,1,0,74,4249,1
1,1,1,1,1,36,1200,1
1,1,1,0,0,70,2784,0
0,1,0,1,0,28,3836,1
0,0,1,0,1,108,1336,1
0,0,1,1,1,13,557,1
1,0,0,0,0,20,1520,0
0,1,0,1,1,47,4706,1
1,0,0,1,0,17,1892,1
1,0,0,1,0,61,2329,1
1,1,1,0,0,96,3205,0
1,0,1,1,1,19,3524,1
0,0,0,0,1,6,1269,0
1,1,0,1,0,65,53,1
1,1,1,0,1,14,962,1
0,1,1,1,1,109,2355,1
1,1,1,0,0,48,4766,0
0,1,1,1,0,33,3352,1
1,1,1,0,0,21,190,0
0,0,0,0,1,105,258,0
1,0,0,1,0,117,332,1
0,1,1,1,0,114,407,1
1,0,1,0,1,96,1646,1
0,1,0,0,1,50,1320,1
1,0,0,1,1,104,2435,1
0,0,0,1,0,47,4955,0
0,0,0,1,1,99,718,0
1,1,0,1,1,29,3508,1
1,0,0,1,0,97,1563,1
0,0,1,1,0,26,1832,1
1,1,1,0,0,113,3739,0
1,0,1,0,0,93,1986,0
1,1,1,1,0,18,1620,1
0,1,0,1,1,117,2535,1
0,1,1,0,0,94,209,0
1,0,0,0,0,62,3686,0
0,0,1,0,0,67,2940,0
1,1,0,0,0,56,2775,0
0,1,1,1,1,119,3414,1
0,1,0,0,1,104,237,1
0,1,0,1,1,19,2057,1
0,0,0,1,0,28,2988,0
0,1,0,1,1,23,773,1
0,0,1,0,0,28,3788,0
0,0,1,1,0,89,2689,1
1,1,0,0,1,38,1634,1
0,1,1,1,1,71,4474,1
0,1,0,0,0,41,457,0
0,0,1,1,1,47,1400,1
0,1,0,0,1,58,112,1
1,0,0,1,0,117,634,1
0,0,0,0,1,25,1302,0
1,0,1,1,1,51,580,1
1,1,0,0,0,50,420,0
1,1,1,1,1,98,1517,1
1,0,0,1,1,101,2168,1
0,0,1,0,0,35,4000,0
1,0,1,1,0,75,1583,1
0,1,1,0,0,30,2891,0
1,1,1,1,0,14,201,1
1,0,0,1,0,105,2478,1
0,1,1,1,0,20,2020,1
0,0,0,1,0,106,4908,0
0,0,0,0,0,113,3864,0
0,1,1,1,1,43,4865,1
0,1,1,0,1,78,458,1
1,1,0,0,1,103,3549,1
1,1,0,0,0,64,4985,0
1,1,0,0,0,22,1597,0
0,1,1,1,1,7,3931,1
1,1,1,0,1,59,2490,1
0,1,1,0,1,35,1902,1
1,1,1,1,0,25,3589,1
0,0,1,0,0,52,2063,0
0,0,1,1,0,54,1455,1
1,1,1,0,1,74,3446,1
0,1,0,0,0,85,864,0
1,1,1,0,0,103,966,0
1,1,0,0,0,67,2245,0
1,0,1,0,0,8,2524,0
0,0,1,0,0,18,3363,0
1,0,0,0,1,120,1504,1
1,1,1,1,1,105,679,1
1,1,0,0,0,69,4116,0
1,1,1,1,0,11,3186,1
1,1,0,1,0,65,2036,1
1,0,0,1,1,82,4340,1
0,0,0,1,0,80,3677,0
0,0,0,1,0,92,4109,0
1,0,0,1,0,112,1768,1
0,0,0,1,1,22,3556,0
1,0,0,1,0,92,4328,1
1,1,1,0,1,64,2816,1
1,0,0,0,1,17,3707,1
1,0,1,0,1,48,4695,1
0,1,1,1,0,50,2529,1
0,0,0,1,1,89,904,0
0,0,1,1,1,70,4341,1
1,0,0,1,0,48,66,1
1,0,1,1,1,70,4842,1
0,0,0,1,1,94,4226,0
0,0,1,0,1,55,4405,1
1,0,1,0,1,46,858,1
1,0,1,1,1,19,3642,1
1,0,1,1,1,10,4503,1
1,0,1,0,1,22,1396,1
1,1,1,1,1,83,3656,1
1,1,0,0,1,16,4953,1
1,0,1,0,1,77,3646,1
1,1,1,1,0,82,414,1
0,0,0,1,1,118,4348,0
1,1,1,0,0,11,1760,0
0,0,0,1,0,80,2342,0
1,0,0,1,1,115,2022,1
1,1,0,0,1,20,975,1
0,1,1,1,0,29,205,1
0,0,1,1,0,71,2560,1
1,1,0,0,0,112,667,0
1,0,0,0,1,94,1197,1
0,1,0,0,0,38,2296,0
0,1,0,0,0,39,1525,0
0,0,0,0,1,120,4469,0
1,1,0,1,0,47,1555,1
1,1,1,1,1,62,4729,1
1,0,1,1,0,46,4584,1
1,1,1,1,1,34,4645,1
0,0,0,1,0,114,622,0
1,1,0,0,1,78,2880,1
1,1,1,1,1,94,1352,1
1,1,1,1,1,83,250,1
0,1,0,0,1,88,2455,1
0,0,1,0,1,61,3363,1
0,1,0,1,1,22,4933,1
0,0,0,0,1,15,3340,0
0,0,1,0,1,96,4430,1
0,1,0,0,1,98,4700,1
1,1,1,0,1,97,3899,1
0,0,0,1,0,9,2654,0
1,1,0,0,1,56,4554,1
0,1,0,1,0,42,1013,1
1,1,0,0,1,98,1715,1
1,0,0,1,0,81,1182,1
0,1,0,1,0,62,4879,1
1,0,0,0,0,92,3815,0
0,0,1,1,0,18,2647,1
1,0,0,1,1,47,1976,1
0,0,1,1,1,111,1254,1
1,1,1,0,1,8,3959,1
0,0,1,0,0,9,3060,0
0,0,0,0,0,44,4302,0
0,1,1,1,0,6,3580,1
0,1,0,1,0,28,2836,1
0,1,0,0,1,105,1938,1
0,0,1,1,1,61,4237,1
0,0,0,1,1,77,4862,0
0,1,1,0,1,47,2930,1
1,1,1,1,0,110,1130,1
0,1,0,0,0,85,3760,0
0,0,0,1,1,88,103,0
1,1,1,1,1,103,526,1
0,0,0,0,0,61,2571,0
1,1,1,1,1,51,2436,1
1,0,0,1,1,74,66,1
0,1,1,0,1,73,4964,1
0,0,1,1,1,117,4266,1
1,1,0,0,0,5,2180,0
0,1,0,1,1,120,3328,1
1,1,1,0,1,14,4919,1
1,1,1,0,0,41,1503,0
1,0,1,0,0,24,4674,0
0,0,1,0,1,115,1147,1
0,1,0,1,0,25,2300,1
1,0,0,1,1,18,858,1
1,1,0,1,0,50,1496,1
0,0,1,1,1,108,702,1
0,1,1,0,0,58,4239,0
1,0,0,0,1,39,166,1
1,1,0,0,1,104,4605,1
1,1,1,0,0,111,3854,0
1,0,1,0,0,30,4942,0
0,1,1,1,1,69,926,1
0,1,1,1,0,27,636,1
0,1,1,1,1,37,3287,1
1,0,0,1,0,52,1605,1
1,1,0,1,1,79,155,1
0,1,0,0,1,5,4367,1
1,1,1,1,1,17,3541,1
1,0,1,0,0,120,101,0
0,0,0,0,0,23,2875,0
0,1,1,1,1,53,2236,1
1,1,0,1,0,38,519,1
1,1,0,0,1,72,4985,1
0,0,1,1,0,82,1853,1
1,0,0,1,1,30,4337,1
0,1,0,1,0,35,2478,1
0,1,1,1,1,48,2967,1
0,1,0,1,1,110,3211,1
1,1,0,0,0,29,1808,0
1,1,1,0,1,25,5000,1
1,1,0,1,0,49,1989,1
0,0,0,0,1,12,499,0
1,0,0,1,1,44,1350,1
0,0,1,0,0,93,4243,0
1,1,0,1,0,61,3505,1
1,0,1,1,0,113,642,1
1,0,0,1,1,42,2547,1
1,1,0,0,0,95,2477,0
1,0,1,0,0,53,1610,0
0,0,1,0,1,90,987,1
1,0,1,0,0,10,3873,0
0,0,0,0,1,37,1018,0
0,1,0,1,0,108,4644,1
1,0,0,1,0,88,4942,1
1,0,1,1,1,88,4827,1
0,0,1,0,1,113,3258,1
1,1,1,1,1,112,713,1
0,0,1,0,0,69,4504,0
1,1,0,0,0,113,2027,0
0,0,0,0,0,41,2770,0
0,0,0,0,1,67,2198,0
1,0,1,1,1,111,1099,1
0,1,0,0,1,70,4263,1
0,0,0,0,1,8,2909,0
1,1,0,1,0,111,4512,1
1,1,1,1,1,67,4588,1
1,0,1,0,1,79,4497,1
0,0,0,0,1,20,840,0
1,1,1,1,0,86,1249,1
0,0,1,0,0,62,1866,0
0,0,1,0,1,104,4940,1
0,0,0,0,0,79,876,0
0,0,0,0,0,78,3984,0
0,1,1,1,0,38,4442,1
1,1,1,1,1,16,3959,1
0,0,0,0,0,115,59,0
1,0,0,1,1,88,1033,1
1,0,0,0,1,46,3230,1
0,0,0,1,0,37,4720,0
0,0,0,0,0,33,877,0
0,1,0,0,0,76,4262,0
0,0,1,1,1,86,3727,1
0,1,0,0,1,32,3083,1
0,0,0,0,1,34,667,0
0,1,1,1,0,77,635,1
0,1,1,1,1,107,4350,1
0,0,1,1,0,23,3569,1
1,1,0,1,1,59,2347,1
1,0,0,0,1,30,972,1
1,1,1,1,0,32,3219,1
0,1,1,1,0,14,1493,1
0,0,0,0,0,6,3711,0
0,1,1,1,0,34,395,1
0,0,0,0,1,80,3314,0
0,1,1,1,0,23,3685,1
0,1,0,0,0,67,1146,0
0,1,1,1,0,112,3157,1
1,0,1,0,0,63,212,0
0,0,1,1,0,22,3305,1
1,1,0,0,1,84,4815,1
0,0,1,1,0,102,3356,1
0,1,0,1,1,70,366,1
1,0,0,1,0,52,2885,1
0,0,1,1,0,113,2162,1
1,0,0,1,0,76,2824,1
1,0,1,1,0,77,178,1
0,0,1,0,1,68,819,1
0,1,1,0,0,43,3314,0
0,1,0,1,0,85,2208,1
0,0,0,1,0,54,2190,0
1,0,0,0,0,46,4150,0
1,1,1,1,0,9,4003,1
0,1,0,0,0,22,3184,0
1,1,1,0,1,19,2293,1
0,0,0,0,0,32,4846,0
0,1,1,0,0,54,2843,0
0,1,0,0,1,95,3389,1
1,1,0,0,0,51,4503,0
0,0,1,0,1,89,1775,1
0,0,1,1,1,14,2562,1
0,0,1,1,1,29,4121,1
0,1,0,0,1,22,4074,1
0,0,1,0,1,104,2142,1
1,1,1,1,1,70,1202,1
1,0,1,0,1,102,4706,1
1,0,1,1,0,35,2436,1
1,0,1,0,1,47,983,1
1,0,0,0,0,105,148,0
0,0,1,1,1,74,2720,1
0,1,1,0,1,31,4053,1
1,0,1,1,1,55,1407,1
0,1,1,0,1,59,825,1
1,1,1,0,1,82,1523,1
1,1,1,0,0,52,2932,0
0,1,1,1,1,111,2322,1
1,1,0,0,1,48,1258,1
0,1,0,1,0,114,1912,1
0,1,1,0,1,40,3231,1
0,1,0,0,0,92,303,0
0,1,1,1,1,46,1873,1
0,1,0,1,1,84,1602,1
1,1,0,0,1,101,4108,1
0,1,1,0,0,69,975,0
0,1,1,1,0,63,2763,1
0,0,1,0,1,116,2145,1
0,1,1,0,1,28,3724,1
0,0,1,1,0,95,2257,1
0,1,0,0,0,100,1255,0
1,1,0,0,0,109,3132,0
1,1,0,0,0,67,3235,0
0,1,0,1,1,27,3273,1
0,0,0,1,1,29,3910,0
1,1,1,0,1,113,2781,1
1,0,1,0,1,7,1097,1
1,0,1,0,1,73,3446,1
1,1,0,1,1,109,2146,1
0,1,1,1,0,66,2646,1
0,1,0,1,0,114,3724,1
0,1,0,0,0,114,1134,0
0,0,0,0,1,101,3370,0
1,1,0,1,0,106,3123,1
1,1,0,0,0,60,4748,0
0,1,0,0,1,65,2948,1
1,1,1,0,1,115,4679,1
1,0,0,0,1,93,4109,1
0,1,0,1,0,17,1201,1
0,0,1,1,1,38,1861,1
0,0,1,0,0,60,262,0
1,0,1,0,1,76,2671,1
0,1,0,1,1,90,3744,1
1,1,1,0,0,90,1061,0
1,0,1,1,1,27,3901,1
0,1,0,0,1,78,3919,1
1,0,0,0,0,29,3813,0
1,0,1,1,0,21,98,1
0,1,1,1,0,11,272,1
1,1,0,0,1,79,466,1
1,1,1,1,0,83,1250,1
0,1,0,0,1,88,4376,1
0,0,0,1,0,82,3570,0
0,1,1,0,0,58,1223,0
0,0,1,0,1,119,4584,1
0,0,1,0,0,119,4486,0
1,1,0,1,0,82,3838,1
1,0,1,0,0,81,3647,0
1,1,0,1,1,116,274,1
0,1,0,1,0,12,1598,1
0,0,1,0,1,89,222,1
0,0,1,0,1,12,866,1
1,0,1,0,1,12,3533,1
1,0,1,0,0,28,4405,0
1,0,0,0,1,105,1570,1
1,1,0,1,1,27,3743,1
1,1,0,0,1,90,1394,1
0,0,0,0,0,69,4238,0
1,0,0,0,0,17,1728,0
1,0,0,0,1,43,3852,1
1,1,1,1,1,111,2238,1
1,0,1,1,1,85,4940,1
1,1,0,0,0,52,305,0
0,0,1,0,0,32,3148,0
1,0,0,0,1,27,3148,1
0,1,1,1,0,17,2426,1
1,0,1,1,1,12,2442,1
1,0,1,1,0,98,2508,1
0,0,0,0,1,100,2731,0
1,1,1,0,0,44,2993,0
1,0,1,0,0,80,4420,0
1,0,1,0,0,81,4134,0
0,1,1,1,1,16,1942,1
0,0,0,0,1,104,1284,0
0,0,0,1,0,115,4785,0
0,1,1,0,0,30,2915,0
1,0,0,0,1,103,1273,1
0,0,1,0,1,64,1407,1
1,0,1,1,1,50,4915,1
0,0,1,0,1,82,1594,1
0,1,0,0,0,64,2238,0
0,1,0,0,0,87,4077,0
1,1,1,1,0,22,4480,1
0,0,0,1,1,15,170,0
1,0,0,0,1,38,4042,1
0,0,1,0,0,96,2662,0
0,0,0,1,0,107,4983,0
0,0,1,1,0,45,3258,1
0,1,1,0,0,97,4144,0
0,1,1,1,0,10,863,1
1,0,0,0,1,104,2508,1
0,0,0,1,1,68,3227,0
1,1,0,1,1,118,3387,1
0,0,0,0,1,26,4227,0
0,0,1,0,1,88,2689,1
1,1,0,0,1,61,3442,1
0,1,1,1,1,40,3479,1
1,1,0,1,1,25,3133,1
0,0,0,0,0,78,2981,0
0,0,1,0,0,119,787,0
0,1,0,1,0,92,4737,1
0,1,1,0,1,63,3168,1
0,0,1,0,0,59,3694,0
0,0,1,0,1,65,3023,1
1,1,0,0,0,27,4917,0
1,1,1,1,0,41,3060,1
1,1,0,0,0,10,2410,0
0,1,1,1,0,96,4664,1
1,0,0,0,1,61,3144,1
1,0,1,1,1,16,3574,1
1,0,1,1,0,63,1104,1
1,1,0,0,0,9,3280,0
1,1,1,0,0,29,462,0
0,1,1,1,0,91,741,1
1,1,1,1,1,51,819,1
1,1,1,0,1,6,3201,1
0,1,0,0,1,61,2030,1
0,0,1,0,1,5,333,1
0,0,1,0,1,116,70,1
1,1,0,0,1,48,262,1
0,1,1,1,1,91,2029,1
0,1,1,0,1,23,1604,1
1,1,1,0,1,72,3092,1
1,0,1,1,1,57,2872,1
0,0,1,0,0,102,4274,0
0,0,1,0,1,82,4523,1
0,0,1,1,0,7,1278,1
0,0,0,0,1,89,1814,0
1,0,0,0,1,24,3496,1
1,0,1,1,0,116,1200,1
1,0,0,0,1,90,2612,1
1,0,0,1,0,71,1281,1
1,0,1,1,1,41,3564,1
0,0,1,1,0,49,4334,1
0,0,1,1,0,115,2416,1
1,1,1,1,1,65,1476,1
0,0,1,0,0,83,1070,0
1,1,1,0,1,66,4854,1
1,0,0,0,1,34,4618,1
1,0,1,1,1,115,3802,1
0,1,0,1,0,51,1071,1
0,0,0,1,1,47,4754,0
0,1,0,0,1,23,2718,1
1,1,1,0,0,30,4568,0
0,0,1,1,1,89,733,1
0,1,0,0,0,74,2560,0
1,0,1,0,0,88,4593,0
1,1,1,0,1,13,4140,1
0,1,0,1,1,60,377,1
1,0,0,1,0,107,878,1
0,1,1,1,1,35,1745,1
0,1,0,0,1,29,2133,1
1,1,1,1,1,10,4763,1
0,0,1,0,1,100,1318,1
1,1,0,0,1,41,4116,1
0,1,0,0,0,67,531,0
1,0,1,0,0,8,4029,0
1,0,0,0,1,90,647,1
0,1,0,1,0,15,604,1
0,1,0,1,0,17,1126,1
1,1,1,1,0,20,3798,1
0,1,1,0,1,70,3599,1
0,1,1,1,0,98,866,1
1,0,1,1,1,112,348,1
0,0,0,1,1,17,4663,0
0,0,0,1,0,52,3069,0
0,1,0,1,1,64,4618,1
0,1,0,0,1,6,1567,1
0,0,1,1,1,14,3582,1
1,0,0,1,1,94,4855,1
1,0,0,1,1,77,651,1
0,0,1,0,0,115,1936,0
0,1,0,1,0,70,2710,1
1,0,0,1,1,17,2447,1
1,1,1,0,1,37,3121,1
0,1,0,0,1,38,3855,1
0,1,0,0,0,119,169,0
1,0,0,1,1,84,691,1
1,0,0,1,0,111,4504,1
1,1,0,1,0,65,467,1
1,0,0,1,1,74,1867,1
1,0,1,0,0,41,3612,0
0,0,1,1,0,120,1986,1
0,1,1,0,0,49,869,0
1,0,0,0,0,83,4931,0
1,0,0,1,0,75,4895,1
1,1,1,1,0,42,962,1
1,0,0,0,0,6,790,0
1,0,0,1,0,76,1259,1
0,1,0,0,0,33,2548,0
1,0,0,1,1,39,4729,1
0,1,0,0,1,47,3975,1
1,1,1,1,0,93,4644,1
0,1,0,1,0,64,2507,1
1,1,1,0,1,41,2473,1
1,0,0,0,0,27,4936,0
1,0,0,1,1,65,125,1
0,1,1,1,0,6,4044,1
0,1,0,0,1,107,3667,1
1,0,0,0,0,65,3799,0
1,0,0,0,1,31,3280,1
0,0,0,0,0,100,3074,0
1,1,1,1,0,57,614,1
0,0,1,1,0,57,2442,1
0,1,1,1,1,30,3467,1
0,0,1,0,1,66,722,1
1,1,0,0,1,22,3762,1
0,0,0,1,1,13,731,0
1,1,0,1,1,75,1223,1
0,1,1,1,0,67,2184,1
0,1,1,0,1,37,4028,1
0,0,1,0,0,102,2649,0
0,0,0,1,0,38,154,0
1,1,1,1,0,107,311,1
1,1,0,1,1,96,1832,1
1,1,0,1,0,77,3773,1
0,0,0,1,0,65,3734,0
1,1,1,0,1,76,1508,1
0,0,1,1,1,109,3899,1
1,0,0,1,0,116,856,1
1,0,0,1,1,118,2734,1
0,0,0,1,1,62,99,0
1,0,1,1,0,7,661,1
1,1,0,1,0,52,1473,1
0,0,1,1,1,24,3583,1
0,1,0,1,1,5,1683,1
1,1,1,0,0,43,2413,0
1,1,1,1,0,79,878,1
0,1,1,0,0,43,2067,0
1,0,1,0,0,29,4995,0
0,0,0,0,1,68,1090,0
0,0,1,0,1,37,4302,1
0,1,0,0,0,43,4331,0
0,1,1,0,1,13,566,1
0,1,1,0,0,41,488,0
1,0,1,0,1,26,2052,1
0,1,1,0,0,36,2157,0
0,1,0,1,1,74,1939,1
1,1,0,1,1,36,1430,1
0,0,1,1,1,69,1731,1
1,1,1,1,1,78,1655,1
0,1,0,0,0,77,1156,0
0,1,0,0,1,61,4088,1
1,1,0,0,1,105,494,1
1,0,0,1,0,52,4124,1
0,0,1,0,1,55,4570,1
1,0,1,1,1,112,3490,1
0,0,0,0,0,111,4731,0
0,1,1,0,0,65,763,0
0,0,1,0,1,68,3538,1
0,0,0,0,0,59,2005,0
0,1,0,1,1,62,2449,1
0,1,0,0,0,36,4168,0
0,1,1,0,1,67,2624,1
0,1,0,0,0,21,4004,0
0,0,0,0,1,61,4099,0
1,0,1,1,0,89,4740,1
1,1,1,1,0,119,2078,1
0,0,0,0,0,47,295,0
1,0,1,1,1,34,627,1
1,0,0,0,1,71,1145,1
1,0,0,1,0,120,1942,1
1,0,1,1,0,26,988,1
1,0,1,0,1,34,477,1
0,1,1,1,1,75,3681,1
0,1,0,0,1,88,4646,1
0,0,1,1,1,113,4756,1
1,1,1,0,0,39,332,0
0,0,1,1,1,64,1309,1
1,0,0,0,1,24,3666,1
1,0,0,0,1,18,788,1
1,1,0,0,1,9,3962,1
1,1,1,0,1,88,3902,1
1,0,1,1,0,8,3802,1
1,1,0,1,0,61,1494,1
0,0,0,0,0,41,1463,0
0,0,1,1,0,63,2437,1
1,0,1,0,1,66,4222,1
0,0,0,0,1,76,4065,0
1,0,1,1,0,18,574,1
1,0,1,1,0,109,4803,1
0,0,0,0,0,114,1791,0
0,0,0,1,1,95,1766,0
1,0,0,1,1,98,3633,1
0,1,1,0,1,64,2244,1
0,0,1,0,1,69,1638,1
0,1,0,0,0,26,718,0
0,0,1,1,0,62,110,1
1,1,0,0,1,77,1356,1
0,0,1,0,1,62,2124,1
1,0,1,0,1,53,1444,1
1,1,1,0,0,12,944,0
1,1,0,0,1,119,4258,1
1,1,0,1,0,111,3038,1
0,1,1,0,1,53,1963,1
0,0,1,0,0,101,237,0
0,1,0,0,0,23,299,0
0,0,0,0,1,50,69,0
0,1,0,1,1,70,2700,1
0,1,0,1,0,105,1694,1
0,0,1,0,0,119,1030,0
0,0,1,1,0,12,3861,1
1,1,1,1,0,92,924,1
0,1,1,0,0,83,1211,0
0,0,1,0,1,43,3410,1
0,0,0,1,0,97,3063,0
0,1,0,0,1,114,4805,1
0,0,1,1,0,56,4265,1
0,0,0,0,1,14,82,0
0,0,0,0,0,59,958,0
1,0,1,1,1,120,4294,1
1,1,1,0,0,66,4258,0
0,0,1,1,0,49,3086,1
0,1,0,0,0,66,3899,0
0,1,1,0,1,55,4173,1
0,1,0,1,1,78,1869,1
0,1,1,1,0,119,3595,1
1,1,0,1,0,54,3672,1
0,1,1,0,0,95,2781,0
0,0,1,0,1,111,4444,1
0,1,0,0,1,23,1668,1
1,1,0,0,1,49,2802,1
0,0,1,1,0,113,1079,1
0,0,0,0,1,35,1339,0
1,1,1,1,0,87,2746,1
0,1,1,0,1,57,1679,1
1,1,1,1,0,57,4375,1
0,1,0,0,0,91,3825,0
1,1,1,0,1,111,4972,1
1,1,1,0,1,117,2230,1
0,0,0,1,1,12,707,0
1,1,0,1,1,56,2386,1
0,0,0,0,0,40,2133,0
0,1,1,1,1,48,2802,1
1,1,1,1,0,44,3334,1
0,0,0,0,0,29,3110,0
0,0,1,0,1,77,786,1
1,1,0,1,1,96,2949,1
1,0,0,0,1,63,656,1
1,0,0,0,1,33,2250,1
1,0,0,1,0,68,1505,1
0,0,0,0,0,76,183,0
1,1,0,0,0,65,1168,0
1,1,1,1,0,110,4502,1
1,0,1,1,1,72,3593,1
0,0,1,1,0,54,1074,1
1,0,0,0,0,31,3007,0
0,0,1,1,0,97,3118,1
0,1,0,0,0,103,536,0
1,0,1,0,0,120,1408,0
1,0,0,0,1,57,249,1
1,1,1,0,0,120,3452,0
1,1,1,0,0,5,779,0
0,0,0,1,1,66,2319,0
0,1,1,0,1,9,682,1
1,1,1,0,1,116,4684,1
1,0,0,0,1,27,345,1
0,0,1,1,0,68,4621,1
0,0,0,1,1,33,2944,0
1,0,0,0,1,40,1446,1
0,1,1,1,0,65,4420,1
1,0,1,1,1,29,1029,1
1,0,1,0,0,42,2177,0
0,0,0,1,0,41,2190,0
1,1,1,0,0,61,588,0
0,0,0,1,0,64,2170,0
0,0,0,1,1,68,4152,0
0,1,0,0,1,99,3244,1
0,0,0,0,1,90,2153,0
0,0,0,1,1,28,1081,0
0,1,0,1,1,8,1910,1
0,0,1,0,0,34,2001,0
1,0,1,1,1,110,1286,1
0,0,0,0,1,66,3873,0
0,0,1,0,0,35,701,0
0,0,1,1,0,29,4376,1
1,1,0,1,1,115,140,1
1,0,0,0,0,11,4832,0
1,1,1,1,0,103,2385,1
0,0,0,1,1,118,1689,0
1,0,0,1,1,27,1451,1
1,1,1,0,0,5,4259,0
1,0,0,0,0,54,4605,0
1,0,1,1,0,13,1395,1
1,1,0,0,1,96,4712,1
1,1,1,0,1,65,1683,1
0,1,0,1,0,70,484,1
1,1,1,1,0,13,1112,1
0,0,1,0,1,86,1676,1
1,1,0,1,1,33,1796,1
1,0,0,0,0,80,1261,0
0,0,0,1,0,45,3922,0
1,1,1,0,0,43,4837,0
0,1,1,0,0,117,1212,0
1,1,0,0,0,37,1189,0
0,1,1,1,0,59,3624,1
1,1,1,0,1,17,699,1
0,0,1,0,1,8,4280,1
0,1,0,1,0,71,4654,1
0,0,0,1,0,76,4034,0
1,0,0,1,0,107,354,1
1,1,1,1,1,52,571,1
0,0,1,0,1,37,4735,1
1,0,1,1,0,72,1520,1
0,1,1,1,1,32,2883,1
0,0,1,0,1,117,3067,1
1,0,1,1,0,15,1276,1
0,1,1,0,1,53,1089,1
0,0,1,0,1,86,2273,1
0,1,0,1,1,109,355,1
0,1,1,0,0,109,4491,0
0,1,0,0,1,67,4523,1
1,0,1,0,0,114,4694,0
0,1,1,1,1,83,1058,1
1,0,0,1,1,68,3988,1
0,0,1,1,0,25,4440,1
1,0,1,0,0,37,3787,0
1,0,0,1,0,26,2418,1
1,0,0,1,0,51,1999,1
0,0,1,0,0,67,3852,0
1,1,1,0,0,31,86,0
1,1,0,1,0,91,2378,1
1,0,1,0,0,75,1231,0
1,0,1,1,1,7,2774,1
1,0,1,0,1,55,783,1
1,0,0,1,1,104,3705,1
1,0,0,1,0,87,2277,1
0,1,0,0,0,76,3496,0
0,0,0,1,0,10,1626,0
0,0,0,0,0,97,957,0
1,1,1,1,0,8,2535,1
1,1,0,0,0,7,3084,0
1,1,0,0,0,118,1961,0
1,0,0,1,1,72,3066,1
1,0,0,1,0,22,3543,1
0,1,0,1,1,68,2618,1
1,0,1,0,0,54,4148,0
1,0,1,0,0,47,2065,0
0,0,1,1,0,8,4369,1
0,1,1,0,0,107,686,0
1,0,1,1,0,24,534,1
0,0,0,0,1,72,4307,0
1,1,1,1,1,107,4119,1
0,1,0,0,1,65,4981,1
0,0,0,0,0,62,3951,0
1,1,0,1,0,84,701,1
1,1,0,0,1,71,223,1
1,0,0,1,1,66,2639,1
0,0,1,0,0,54,1432,0
0,1,0,0,1,44,303,1
0,1,0,1,1,79,3919,1
1,1,1,1,0,30,2939,1
1,0,1,1,1,9,4517,1
0,1,0,1,1,112,3773,1
1,1,0,1,1,72,854,1
1,1,0,0,1,19,3554,1
1,0,0,1,0,36,609,1
1,0,1,0,1,108,4936,1
1,0,0,0,0,74,1883,0
1,0,0,0,1,75,473,1
1,0,1,0,0,52,4190,0
0,1,1,0,1,93,4964,1
1,1,1,1,1,120,3005,1
1,0,1,1,0,120,1580,1
1,0,0,1,1,95,4027,1
1,1,1,0,1,69,4640,1
1,0,0,1,1,103,1866,1
1,0,0,1,1,75,826,1
1,1,1,0,1,72,2942,1
1,0,1,0,0,9,2902,0
1,1,1,1,0,70,298,1
1,1,1,1,0,120,3375,1
1,0,1,1,0,105,1803,1
1,1,1,0,0,59,1876,0
0,1,1,1,1,52,4151,1
1,1,1,1,1,93,798,1
0,1,0,0,1,69,2922,1
1,1,0,1,0,84,2205,1
0,0,0,0,0,112,3671,0
1,1,1,0,0,117,4175,0
1,1,1,0,1,112,1562,1
0,1,0,1,1,41,4511,1
0,0,1,0,0,67,1881,0
0,1,1,1,1,98,1984,1
1,1,1,1,1,18,485,1
1,1,0,1,0,30,1549,1
0,1,1,1,1,56,1330,1
0,1,1,1,0,72,692,1
0,1,1,1,0,107,3926,1
0,0,0,0,0,96,4271,0
1,1,1,0,0,67,2387,0
0,1,1,0,1,108,4609,1
0,0,0,1,1,33,3085,0
0,0,0,1,0,56,2708,0
0,0,1,1,0,7,551,1
1,0,0,1,1,18,510,1
1,0,0,1,1,100,2478,1
1,1,1,0,0,107,1359,0
1,1,1,0,0,113,2100,0
1,0,0,0,0,61,3169,0
1,0,0,1,1,67,3478,1
1,0,0,0,0,39,827,0
1,1,1,1,0,17,2443,1
0,1,1,1,1,54,4111,1
0,0,1,1,0,22,707,1
0,1,0,1,1,99,4342,1
1,0,0,1,1,56,1970,1
0,0,0,0,0,21,505,0
1,0,0,0,1,13,637,1
0,0,1,1,1,82,1335,1
1,0,1,0,0,46,4698,0
